transaction_id,target_id,acquirer_id,announce_date,close_date,deal_year,deal_quarter,deal_type,financing_type,deal_size_mm,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close
TXN-0129,TGT-0219,ACQ-036,2016-09-16,2017-09-09,2016,Q3,Recapitalization,Cash + Stock,560.3,11.2,4.59,11.9,Closed,Platform Build|Cross-Sell Opportunity,4,358
TXN-0130,TGT-0148,ACQ-028,2024-07-15,,2024,Q3,Platform Investment,Seller Financing,796.1,12.7,1.73,12.6,Rumored,Supply Chain Integration|Cost Synergies|Cross-Sell Opportunity|Technology Capability|Vertical Integration,8,
TXN-0131,TGT-0061,ACQ-014,2024-10-04,2025-03-28,2024,Q4,Minority Investment,All Cash,289.5,21.3,2.33,13.9,Closed,Vertical Integration|Brand Value,5,175
TXN-0132,TGT-0171,ACQ-022,2021-02-26,2022-03-08,2021,Q1,Carve-out,Cash + Stock,669.6,23.5,4.25,11.1,Closed,Margin Improvement|Cost Synergies|Regulatory Arbitrage,1,375
TXN-0133,TGT-0212,ACQ-004,2023-09-27,2023-12-14,2023,Q3,SPAC Merger,Mixed,450.8,6.4,4.96,8.6,Closed,Vertical Integration|Revenue Synergies|Geographic Expansion,6,78
TXN-0134,TGT-0085,ACQ-037,2024-11-06,2025-05-09,2024,Q4,Carve-out,Seller Financing,693.7,20.3,5.88,8.3,Closed,Platform Build|Margin Improvement|Technology Capability|Diversification|Revenue Synergies,1,184
TXN-0135,TGT-0058,ACQ-024,2015-06-24,,2015,Q2,Bolt-on Acquisition,Stock-for-Stock,34.6,15.2,4.4,6.2,Terminated,Supply Chain Integration|Diversification|Cost Synergies|Platform Build,8,
TXN-0136,TGT-0019,ACQ-030,2021-03-07,2021-06-12,2021,Q1,Strategic Acquisition,Leveraged,554.3,17.3,1.43,10.9,Closed,Geographic Expansion|Cross-Sell Opportunity|Supply Chain Integration|Vertical Integration,1,97
TXN-0137,TGT-0147,ACQ-018,2023-09-06,2024-02-03,2023,Q3,Recapitalization,Mixed,229.0,9.0,1.62,19.3,Closed,Talent Acquisition|Diversification|Vertical Integration|Cost Synergies,2,150
TXN-0138,TGT-0037,ACQ-020,2024-09-20,2024-12-18,2024,Q3,Management Buyout,Stock-for-Stock,117.1,14.9,5.66,4.8,Closed,High Growth|Cost Synergies|Market Consolidation|Cross-Sell Opportunity|Supply Chain Integration,1,89
TXN-0139,TGT-0183,ACQ-020,2020-04-28,,2020,Q2,Management Buyout,All Cash,460.7,7.8,6.58,14.9,Pending,Vertical Integration|Regulatory Arbitrage|Revenue Synergies|Market Consolidation|Margin Improvement,2,
TXN-0140,TGT-0133,ACQ-024,2021-06-27,,2021,Q2,Merger of Equals,Leveraged,397.7,7.2,1.61,11.1,Pending,Supply Chain Integration|Diversification|Cross-Sell Opportunity|Brand Value,3,
TXN-0141,TGT-0055,ACQ-021,2023-02-18,,2023,Q1,Platform Investment,Seller Financing,329.6,13.9,5.27,12.3,Pending,Platform Build|Diversification|Technology Capability|Market Consolidation|Cross-Sell Opportunity,8,
TXN-0142,TGT-0121,ACQ-012,2016-11-16,,2016,Q4,Bolt-on Acquisition,Seller Financing,378.4,16.5,6.72,6.0,Rumored,Cross-Sell Opportunity|Platform Build,7,
TXN-0143,TGT-0032,ACQ-006,2018-06-23,2018-11-15,2018,Q2,SPAC Merger,Mixed,609.3,18.6,4.06,8.0,Closed,Regulatory Arbitrage|Diversification|Vertical Integration,8,145
TXN-0144,TGT-0177,ACQ-006,2024-02-08,,2024,Q1,SPAC Merger,Seller Financing,680.4,22.2,1.25,18.3,Withdrawn,Market Consolidation|Talent Acquisition,1,
TXN-0145,TGT-0222,ACQ-038,2021-07-03,,2021,Q3,Minority Investment,Stock-for-Stock,356.6,10.0,2.05,5.4,Withdrawn,Revenue Synergies|High Growth|Cost Synergies|Vertical Integration,7,
TXN-0146,TGT-0009,ACQ-010,2022-11-08,2023-11-07,2022,Q4,Carve-out,All Cash,519.2,13.9,4.08,16.4,Closed,Margin Improvement|Talent Acquisition|High Growth,7,364
TXN-0147,TGT-0096,ACQ-028,2024-03-24,2024-05-27,2024,Q1,SPAC Merger,Stock-for-Stock,574.0,11.1,7.47,12.8,Closed,Market Consolidation|Diversification|Platform Build|Cross-Sell Opportunity|Margin Improvement,1,64
TXN-0148,TGT-0270,ACQ-018,2022-03-17,2023-03-10,2022,Q1,Management Buyout,Seller Financing,207.5,18.0,5.58,14.4,Closed,Brand Value|Diversification,5,358
TXN-0149,TGT-0241,ACQ-037,2020-10-10,2020-12-25,2020,Q4,Merger of Equals,Leveraged,146.5,19.2,5.1,8.2,Closed,Cross-Sell Opportunity|Cost Synergies|Brand Value|Geographic Expansion|Regulatory Arbitrage,5,76
TXN-0150,TGT-0249,ACQ-006,2017-01-16,2017-12-29,2017,Q1,Platform Investment,Leveraged,498.4,11.2,2.65,15.6,Closed,Regulatory Arbitrage|Margin Improvement|Diversification,3,347
TXN-0151,TGT-0093,ACQ-034,2015-07-24,,2015,Q3,Bolt-on Acquisition,Cash + Stock,748.1,8.9,4.37,19.9,Rumored,Regulatory Arbitrage|Margin Improvement|Market Consolidation,7,
TXN-0152,TGT-0177,ACQ-004,2019-01-10,,2019,Q1,Strategic Acquisition,Cash + Stock,328.0,11.7,6.17,15.8,Pending,Regulatory Arbitrage|Market Consolidation|High Growth|Margin Improvement|Vertical Integration,4,
TXN-0153,TGT-0230,ACQ-025,2020-03-24,2020-09-23,2020,Q1,Bolt-on Acquisition,Seller Financing,765.6,14.2,7.41,17.6,Closed,Supply Chain Integration|Platform Build|Vertical Integration|Regulatory Arbitrage,6,183
TXN-0154,TGT-0124,ACQ-038,2018-07-03,,2018,Q3,Carve-out,Leveraged,23.3,6.2,1.29,10.0,Terminated,Diversification|Technology Capability|Market Consolidation|Vertical Integration|Supply Chain Integration,2,
TXN-0155,TGT-0030,ACQ-039,2018-02-03,,2018,Q1,Bolt-on Acquisition,All Cash,117.0,18.5,7.28,12.6,Rumored,Market Consolidation|Cost Synergies,3,
TXN-0156,TGT-0233,ACQ-018,2021-08-21,2022-02-17,2021,Q3,Platform Investment,Cash + Stock,232.7,7.2,3.6,19.9,Closed,Margin Improvement|Platform Build|Brand Value,5,180
TXN-0157,TGT-0252,ACQ-007,2017-10-02,2018-07-02,2017,Q4,Leveraged Buyout,Seller Financing,731.4,19.6,1.54,4.2,Closed,Brand Value|Margin Improvement,5,273
TXN-0158,TGT-0200,ACQ-018,2017-09-12,2018-07-30,2017,Q3,Minority Investment,Seller Financing,419.6,23.9,4.33,10.4,Closed,Geographic Expansion|High Growth|Market Consolidation,2,321
TXN-0159,TGT-0171,ACQ-020,2021-02-23,,2021,Q1,Bolt-on Acquisition,Leveraged,684.9,12.5,6.86,15.9,Terminated,Cost Synergies|Talent Acquisition|Geographic Expansion,5,
TXN-0160,TGT-0200,ACQ-007,2020-11-01,,2020,Q4,Bolt-on Acquisition,Mixed,592.2,8.7,2.19,15.2,Pending,High Growth|Platform Build|Supply Chain Integration|Talent Acquisition|Regulatory Arbitrage,4,
TXN-0161,TGT-0019,ACQ-022,2015-08-01,2016-07-07,2015,Q3,Strategic Acquisition,Stock-for-Stock,181.2,18.4,4.57,19.0,Closed,Brand Value|Platform Build|Geographic Expansion,3,341
TXN-0162,TGT-0242,ACQ-040,2015-04-26,2016-04-07,2015,Q2,Carve-out,All Cash,511.6,23.2,6.71,4.7,Closed,Revenue Synergies|Brand Value,3,347
TXN-0163,TGT-0113,ACQ-005,2018-11-05,,2018,Q4,Merger of Equals,Mixed,269.5,24.5,4.95,5.3,Withdrawn,Cross-Sell Opportunity|Cost Synergies,4,
TXN-0164,TGT-0213,ACQ-011,2020-04-03,,2020,Q2,Recapitalization,Cash + Stock,46.9,7.9,6.9,13.4,Rumored,Brand Value|Margin Improvement,3,
TXN-0165,TGT-0146,ACQ-027,2022-06-14,2023-05-30,2022,Q2,Leveraged Buyout,Cash + Stock,425.6,13.8,7.55,13.4,Closed,Market Consolidation|Margin Improvement|Cross-Sell Opportunity,1,350
TXN-0166,TGT-0003,ACQ-036,2018-04-16,2019-04-16,2018,Q2,Bolt-on Acquisition,Seller Financing,500.9,22.4,7.9,11.6,Closed,Vertical Integration|Geographic Expansion|Technology Capability,8,365
TXN-0167,TGT-0091,ACQ-011,2015-01-17,2015-04-25,2015,Q1,Merger of Equals,Leveraged,356.2,12.4,6.6,15.9,Closed,Brand Value|Talent Acquisition,1,98
TXN-0168,TGT-0060,ACQ-005,2018-10-03,2019-05-02,2018,Q4,SPAC Merger,Seller Financing,344.0,20.2,7.27,6.9,Closed,Platform Build|Technology Capability|Market Consolidation,2,211
TXN-0169,TGT-0242,ACQ-038,2022-01-09,2023-01-12,2022,Q1,Minority Investment,Cash + Stock,743.4,14.6,3.59,5.3,Closed,Vertical Integration|Technology Capability|Diversification|Cost Synergies,4,368
TXN-0170,TGT-0070,ACQ-008,2022-11-27,2023-11-02,2022,Q4,Minority Investment,Cash + Stock,187.6,11.6,1.93,16.5,Closed,Platform Build|High Growth|Talent Acquisition,3,340
TXN-0171,TGT-0237,ACQ-018,2015-11-17,2016-08-01,2015,Q4,Leveraged Buyout,Cash + Stock,355.9,10.2,7.48,19.1,Closed,Geographic Expansion|Margin Improvement,1,258
TXN-0172,TGT-0202,ACQ-031,2016-10-23,2017-06-08,2016,Q4,Recapitalization,Cash + Stock,453.4,6.2,6.07,19.1,Closed,Technology Capability|Regulatory Arbitrage|Platform Build|Geographic Expansion,3,228
TXN-0173,TGT-0236,ACQ-037,2024-01-17,2025-01-20,2024,Q1,Recapitalization,Stock-for-Stock,701.2,13.7,6.49,9.3,Closed,Revenue Synergies|Regulatory Arbitrage,8,369
TXN-0174,TGT-0017,ACQ-019,2021-09-12,,2021,Q3,SPAC Merger,Seller Financing,638.7,21.0,1.38,18.0,Rumored,Brand Value|Geographic Expansion|Platform Build|High Growth,1,
TXN-0175,TGT-0188,ACQ-012,2023-02-12,2023-07-22,2023,Q1,Management Buyout,Mixed,123.6,12.4,4.69,14.0,Closed,Diversification|Vertical Integration|Talent Acquisition|Regulatory Arbitrage,4,160
TXN-0176,TGT-0177,ACQ-029,2022-01-03,,2022,Q1,Recapitalization,Mixed,547.5,16.1,2.9,13.6,Terminated,Brand Value|Margin Improvement|Platform Build,2,
TXN-0177,TGT-0056,ACQ-011,2019-01-01,2019-10-15,2019,Q1,Carve-out,Stock-for-Stock,701.9,15.9,5.32,8.0,Closed,High Growth|Margin Improvement|Market Consolidation|Regulatory Arbitrage,3,287
TXN-0178,TGT-0119,ACQ-034,2020-11-12,2021-05-31,2020,Q4,SPAC Merger,Leveraged,396.6,18.7,4.62,12.3,Closed,Brand Value|Supply Chain Integration|Vertical Integration,8,200
TXN-0179,TGT-0148,ACQ-004,2017-09-15,2018-10-19,2017,Q3,Platform Investment,Stock-for-Stock,500.6,9.1,4.65,6.1,Closed,Cost Synergies|Technology Capability|Platform Build,3,399
TXN-0180,TGT-0134,ACQ-024,2017-05-01,2018-03-15,2017,Q2,Management Buyout,Mixed,537.5,24.6,1.87,10.6,Closed,Platform Build|Geographic Expansion|High Growth|Margin Improvement,3,318
TXN-0181,TGT-0280,ACQ-033,2020-09-04,,2020,Q3,Recapitalization,Leveraged,538.5,21.2,6.05,18.7,Rumored,Market Consolidation|Margin Improvement,6,
TXN-0182,TGT-0158,ACQ-002,2021-06-17,2021-11-09,2021,Q2,Recapitalization,Leveraged,271.2,17.6,2.21,11.9,Closed,Platform Build|Talent Acquisition,5,145
TXN-0183,TGT-0202,ACQ-013,2022-08-28,,2022,Q3,SPAC Merger,Seller Financing,755.6,23.3,3.4,5.5,Terminated,High Growth|Diversification|Geographic Expansion|Vertical Integration,7,
TXN-0184,TGT-0288,ACQ-006,2018-11-03,2019-02-27,2018,Q4,Minority Investment,Stock-for-Stock,143.6,19.8,7.26,15.4,Closed,Cost Synergies|Technology Capability,7,116
TXN-0185,TGT-0193,ACQ-006,2015-12-24,2016-08-20,2015,Q4,Platform Investment,Stock-for-Stock,451.3,19.5,6.24,5.3,Closed,Talent Acquisition|Margin Improvement|Geographic Expansion|Vertical Integration,3,240
TXN-0186,TGT-0238,ACQ-015,2015-01-16,2015-10-01,2015,Q1,Carve-out,Leveraged,765.5,21.9,4.2,14.1,Closed,Margin Improvement|Market Consolidation|Regulatory Arbitrage,5,258
TXN-0187,TGT-0035,ACQ-039,2020-10-12,2021-04-07,2020,Q4,SPAC Merger,Stock-for-Stock,508.0,15.0,5.8,5.0,Closed,Cross-Sell Opportunity|Geographic Expansion|Cost Synergies,1,177
TXN-0188,TGT-0084,ACQ-004,2019-08-27,2020-08-27,2019,Q3,Minority Investment,Mixed,53.2,11.5,5.4,4.3,Closed,Supply Chain Integration|Platform Build|Cross-Sell Opportunity,4,366
TXN-0189,TGT-0155,ACQ-018,2020-01-26,2020-10-07,2020,Q1,Management Buyout,Seller Financing,661.3,6.2,4.53,9.3,Closed,Brand Value|Cost Synergies|Platform Build|Technology Capability,8,255
TXN-0190,TGT-0287,ACQ-040,2023-03-27,2023-07-21,2023,Q1,Minority Investment,Stock-for-Stock,106.5,8.5,0.93,8.9,Closed,Brand Value|Cross-Sell Opportunity|Talent Acquisition|Diversification|Cost Synergies,6,116
TXN-0191,TGT-0061,ACQ-015,2017-04-02,2017-06-25,2017,Q2,Leveraged Buyout,Leveraged,179.7,24.6,3.86,16.0,Closed,Supply Chain Integration|Margin Improvement,2,84
TXN-0192,TGT-0263,ACQ-038,2015-12-09,2016-11-18,2015,Q4,Bolt-on Acquisition,Leveraged,67.0,18.7,6.23,16.3,Closed,Cost Synergies|Regulatory Arbitrage|Diversification,4,345
TXN-0193,TGT-0297,ACQ-023,2020-06-04,,2020,Q2,Management Buyout,Mixed,204.8,16.8,1.51,12.8,Rumored,Market Consolidation|Technology Capability|Vertical Integration,1,
TXN-0194,TGT-0110,ACQ-033,2022-07-04,,2022,Q3,SPAC Merger,Cash + Stock,543.7,8.0,6.81,19.7,Pending,Talent Acquisition|Technology Capability|High Growth,7,
TXN-0195,TGT-0267,ACQ-009,2022-08-12,2023-09-12,2022,Q3,Platform Investment,Seller Financing,79.6,15.4,3.57,10.8,Closed,Technology Capability|Talent Acquisition|High Growth|Vertical Integration|Supply Chain Integration,5,396
TXN-0196,TGT-0092,ACQ-001,2022-02-04,,2022,Q1,Minority Investment,Stock-for-Stock,532.0,7.6,1.83,9.8,Terminated,Platform Build|Diversification|Technology Capability,2,
TXN-0197,TGT-0120,ACQ-028,2022-08-08,2023-05-28,2022,Q3,SPAC Merger,Seller Financing,608.7,21.2,7.59,9.1,Closed,Cost Synergies|Supply Chain Integration|Margin Improvement|Platform Build,7,293
TXN-0198,TGT-0069,ACQ-002,2016-02-18,2016-05-12,2016,Q1,Bolt-on Acquisition,Stock-for-Stock,778.1,13.3,5.69,5.6,Closed,Supply Chain Integration|Margin Improvement|Technology Capability|Vertical Integration|Regulatory Arbitrage,2,84
TXN-0199,TGT-0176,ACQ-035,2023-02-13,2023-06-28,2023,Q1,Strategic Acquisition,Stock-for-Stock,316.1,12.0,3.51,10.8,Closed,Brand Value|Market Consolidation|Cost Synergies|Margin Improvement,1,135
TXN-0200,TGT-0250,ACQ-008,2024-11-02,,2024,Q4,Management Buyout,Mixed,464.2,15.0,6.95,11.6,Terminated,Margin Improvement|Cross-Sell Opportunity|High Growth|Revenue Synergies,7,
TXN-0201,TGT-0015,ACQ-038,2015-04-10,,2015,Q2,Merger of Equals,Leveraged,36.1,22.9,3.26,4.7,Rumored,High Growth|Diversification|Geographic Expansion|Regulatory Arbitrage,6,
TXN-0202,TGT-0044,ACQ-005,2019-03-19,2019-09-16,2019,Q1,Merger of Equals,Cash + Stock,437.7,6.7,5.54,10.2,Closed,Market Consolidation|Margin Improvement,7,181
TXN-0203,TGT-0200,ACQ-021,2024-01-10,2024-08-28,2024,Q1,Recapitalization,All Cash,278.7,15.6,6.31,8.8,Closed,Technology Capability|Margin Improvement|Regulatory Arbitrage|Platform Build|Talent Acquisition,5,231
TXN-0204,TGT-0294,ACQ-026,2018-03-18,,2018,Q1,SPAC Merger,All Cash,279.4,7.3,6.57,11.1,Rumored,Supply Chain Integration|Platform Build|Regulatory Arbitrage|Vertical Integration,4,
TXN-0205,TGT-0161,ACQ-013,2021-11-19,,2021,Q4,Platform Investment,Seller Financing,370.8,20.5,2.1,3.3,Terminated,Technology Capability|Regulatory Arbitrage|Market Consolidation|Margin Improvement|Vertical Integration,3,
TXN-0206,TGT-0031,ACQ-034,2018-07-22,2018-10-07,2018,Q3,Recapitalization,Cash + Stock,133.1,19.0,2.96,10.4,Closed,Revenue Synergies|High Growth|Vertical Integration,6,77
TXN-0207,TGT-0121,ACQ-026,2018-02-26,2018-11-14,2018,Q1,Carve-out,Cash + Stock,207.8,21.7,4.14,12.5,Closed,Technology Capability|Cost Synergies,7,261
TXN-0208,TGT-0143,ACQ-036,2017-03-19,2017-11-05,2017,Q1,Recapitalization,All Cash,689.8,7.6,5.13,17.7,Closed,High Growth|Revenue Synergies,7,231
TXN-0209,TGT-0257,ACQ-008,2023-08-28,2024-02-09,2023,Q3,Recapitalization,All Cash,485.9,20.7,3.06,17.1,Closed,Technology Capability|Cost Synergies|Platform Build|Revenue Synergies|Brand Value,7,165
TXN-0210,TGT-0029,ACQ-032,2023-09-27,,2023,Q3,Bolt-on Acquisition,Leveraged,347.7,19.0,7.74,18.0,Terminated,Margin Improvement|Market Consolidation|Diversification|Vertical Integration,3,
TXN-0211,TGT-0028,ACQ-016,2019-10-10,2020-06-09,2019,Q4,Platform Investment,Mixed,724.0,19.0,4.65,7.0,Closed,Brand Value|High Growth,8,243
TXN-0212,TGT-0108,ACQ-011,2022-08-20,2023-03-23,2022,Q3,Minority Investment,All Cash,695.2,21.6,7.57,11.0,Closed,Brand Value|Revenue Synergies|Platform Build|Cost Synergies|Vertical Integration,7,215
TXN-0213,TGT-0281,ACQ-021,2022-01-25,2022-08-18,2022,Q1,Strategic Acquisition,Mixed,509.7,21.0,1.78,9.8,Closed,Platform Build|Cost Synergies,5,205
TXN-0214,TGT-0067,ACQ-039,2021-07-21,2021-10-17,2021,Q3,Recapitalization,Stock-for-Stock,219.6,19.1,6.75,16.6,Closed,Diversification|Cost Synergies|High Growth|Supply Chain Integration|Cross-Sell Opportunity,4,88
TXN-0215,TGT-0118,ACQ-006,2022-05-16,2022-09-25,2022,Q2,Platform Investment,Mixed,54.1,17.7,5.12,5.5,Closed,Geographic Expansion|Market Consolidation,6,132
TXN-0216,TGT-0061,ACQ-015,2018-04-08,,2018,Q2,Platform Investment,Leveraged,314.9,14.2,2.29,6.7,Pending,High Growth|Cost Synergies|Brand Value,5,
TXN-0217,TGT-0231,ACQ-016,2020-11-08,,2020,Q4,Bolt-on Acquisition,All Cash,119.6,12.1,5.79,14.7,Pending,Market Consolidation|Cross-Sell Opportunity|Vertical Integration|Platform Build|Brand Value,7,
TXN-0218,TGT-0242,ACQ-023,2024-02-03,,2024,Q1,Strategic Acquisition,Leveraged,501.4,11.7,3.64,9.3,Terminated,Vertical Integration|Cost Synergies|Talent Acquisition,1,
TXN-0219,TGT-0163,ACQ-034,2021-05-11,2022-01-31,2021,Q2,Platform Investment,All Cash,49.7,8.4,7.08,17.2,Closed,Brand Value|Vertical Integration|Cross-Sell Opportunity|Revenue Synergies,6,265
TXN-0220,TGT-0252,ACQ-010,2023-12-18,2024-09-11,2023,Q4,Strategic Acquisition,Cash + Stock,57.8,9.5,4.19,5.8,Closed,Brand Value|Margin Improvement,8,268
TXN-0221,TGT-0249,ACQ-030,2022-03-08,2023-02-04,2022,Q1,Carve-out,All Cash,88.5,22.5,2.1,5.9,Closed,Cross-Sell Opportunity|Geographic Expansion|Talent Acquisition,5,333
TXN-0222,TGT-0256,ACQ-007,2020-03-21,2020-05-19,2020,Q1,Platform Investment,Mixed,324.4,17.2,7.65,17.2,Closed,Margin Improvement|Revenue Synergies,3,59
TXN-0223,TGT-0138,ACQ-039,2015-08-24,,2015,Q3,Strategic Acquisition,Mixed,761.5,12.2,6.07,15.5,Rumored,Revenue Synergies|Geographic Expansion|Supply Chain Integration,3,
TXN-0224,TGT-0037,ACQ-036,2024-11-26,2025-04-03,2024,Q4,Bolt-on Acquisition,Stock-for-Stock,154.7,24.3,7.03,4.5,Closed,Supply Chain Integration|High Growth|Vertical Integration|Regulatory Arbitrage|Market Consolidation,4,128
TXN-0225,TGT-0222,ACQ-020,2024-05-03,2024-11-01,2024,Q2,Merger of Equals,Mixed,668.2,15.7,4.33,18.1,Closed,Platform Build|Supply Chain Integration|High Growth|Diversification|Cross-Sell Opportunity,8,182
TXN-0226,TGT-0021,ACQ-033,2020-10-22,2021-07-17,2020,Q4,Leveraged Buyout,Mixed,745.6,16.0,5.46,4.4,Closed,Brand Value|Supply Chain Integration,8,268
TXN-0227,TGT-0154,ACQ-016,2023-12-01,2024-03-03,2023,Q4,Platform Investment,Seller Financing,447.5,23.4,4.5,11.7,Closed,Regulatory Arbitrage|Market Consolidation|Cross-Sell Opportunity|Vertical Integration|Diversification,7,93
TXN-0228,TGT-0059,ACQ-030,2017-04-20,2018-04-19,2017,Q2,Minority Investment,All Cash,341.8,19.4,3.06,15.3,Closed,Diversification|Revenue Synergies|Supply Chain Integration|Cost Synergies,8,364
TXN-0229,TGT-0133,ACQ-007,2021-02-05,2021-08-24,2021,Q1,Strategic Acquisition,Stock-for-Stock,25.4,18.5,4.11,9.9,Closed,Market Consolidation|Regulatory Arbitrage|Brand Value|Revenue Synergies,8,200
TXN-0230,TGT-0008,ACQ-013,2016-02-05,2016-05-04,2016,Q1,Leveraged Buyout,All Cash,392.7,8.8,2.54,17.3,Closed,Supply Chain Integration|Margin Improvement|Cost Synergies|Revenue Synergies,4,89
TXN-0231,TGT-0228,ACQ-032,2022-03-02,2022-06-07,2022,Q1,Recapitalization,Seller Financing,173.1,16.8,6.8,3.9,Closed,High Growth|Revenue Synergies|Margin Improvement|Market Consolidation|Cross-Sell Opportunity,1,97
TXN-0232,TGT-0250,ACQ-026,2022-12-14,2023-09-27,2022,Q4,Leveraged Buyout,Mixed,429.7,14.0,3.07,4.1,Closed,Margin Improvement|Cross-Sell Opportunity,7,287
TXN-0233,TGT-0011,ACQ-011,2019-05-21,,2019,Q2,Recapitalization,Leveraged,197.2,10.2,7.35,8.8,Pending,Brand Value|Vertical Integration|Market Consolidation,8,
TXN-0234,TGT-0185,ACQ-031,2017-05-22,2018-02-03,2017,Q2,Platform Investment,Mixed,538.6,8.5,2.24,13.3,Closed,Vertical Integration|Technology Capability|Revenue Synergies|Talent Acquisition|Geographic Expansion,2,257
TXN-0235,TGT-0082,ACQ-012,2023-02-20,,2023,Q1,Bolt-on Acquisition,Leveraged,104.5,10.3,4.85,11.3,Withdrawn,Supply Chain Integration|Geographic Expansion|Brand Value|Talent Acquisition,6,
TXN-0236,TGT-0054,ACQ-004,2022-11-23,,2022,Q4,Bolt-on Acquisition,All Cash,493.6,22.3,1.53,12.6,Rumored,Regulatory Arbitrage|Platform Build|Technology Capability,2,
TXN-0237,TGT-0227,ACQ-033,2022-02-03,2022-03-23,2022,Q1,Carve-out,Mixed,277.7,8.6,6.91,10.5,Closed,Revenue Synergies|Supply Chain Integration|Margin Improvement,7,48
TXN-0238,TGT-0137,ACQ-024,2021-07-23,,2021,Q3,Leveraged Buyout,Cash + Stock,346.1,10.3,6.57,10.0,Terminated,Revenue Synergies|Talent Acquisition|Supply Chain Integration|Regulatory Arbitrage|Diversification,7,
TXN-0239,TGT-0265,ACQ-005,2016-08-13,2017-07-18,2016,Q3,Merger of Equals,Stock-for-Stock,355.7,13.5,1.07,18.7,Closed,Regulatory Arbitrage|Market Consolidation,3,339
TXN-0240,TGT-0284,ACQ-020,2020-08-02,,2020,Q3,Strategic Acquisition,Leveraged,494.2,8.8,3.71,13.9,Terminated,Brand Value|Supply Chain Integration|Revenue Synergies|Regulatory Arbitrage,8,
TXN-0241,TGT-0276,ACQ-022,2021-06-27,2021-08-22,2021,Q2,Management Buyout,Seller Financing,182.8,15.7,3.05,8.8,Closed,Brand Value|Supply Chain Integration,3,56
TXN-0242,TGT-0156,ACQ-028,2023-02-19,2023-11-20,2023,Q1,Strategic Acquisition,Leveraged,507.2,12.7,1.14,14.1,Closed,Cross-Sell Opportunity|Market Consolidation|Geographic Expansion|Margin Improvement,2,274
TXN-0243,TGT-0274,ACQ-039,2018-07-14,,2018,Q3,Platform Investment,Leveraged,542.9,19.6,4.54,7.2,Rumored,Revenue Synergies|Supply Chain Integration|Diversification,6,
TXN-0244,TGT-0211,ACQ-006,2016-02-14,,2016,Q1,Minority Investment,Cash + Stock,183.6,7.5,5.67,9.8,Pending,Cross-Sell Opportunity|Margin Improvement|Regulatory Arbitrage|High Growth,7,
TXN-0245,TGT-0084,ACQ-010,2023-04-04,,2023,Q2,Recapitalization,Mixed,116.6,19.4,7.02,5.0,Pending,Margin Improvement|Geographic Expansion|Market Consolidation|Cost Synergies|Talent Acquisition,4,
TXN-0246,TGT-0062,ACQ-024,2024-08-06,2024-12-02,2024,Q3,Strategic Acquisition,Seller Financing,107.4,11.8,3.5,8.0,Closed,Supply Chain Integration|Cross-Sell Opportunity|High Growth,1,118
TXN-0247,TGT-0251,ACQ-001,2016-08-22,,2016,Q3,Bolt-on Acquisition,All Cash,392.7,11.9,4.06,8.7,Withdrawn,Revenue Synergies|Market Consolidation|Cross-Sell Opportunity|Cost Synergies|Brand Value,7,
TXN-0248,TGT-0230,ACQ-010,2020-01-10,,2020,Q1,SPAC Merger,Mixed,336.6,10.4,3.65,12.2,Rumored,Regulatory Arbitrage|Platform Build|Cost Synergies|Market Consolidation,8,
TXN-0249,TGT-0288,ACQ-008,2023-03-26,,2023,Q1,Leveraged Buyout,Seller Financing,467.8,7.0,4.91,6.2,Terminated,Platform Build|Regulatory Arbitrage,8,
TXN-0250,TGT-0106,ACQ-016,2024-10-04,,2024,Q4,Bolt-on Acquisition,Seller Financing,266.5,17.2,4.34,18.9,Rumored,Cost Synergies|High Growth|Geographic Expansion|Talent Acquisition|Diversification,6,
TXN-0251,TGT-0278,ACQ-011,2019-05-05,2019-09-19,2019,Q2,Carve-out,Leveraged,136.1,24.1,5.69,4.0,Closed,Market Consolidation|Geographic Expansion,6,137
TXN-0252,TGT-0212,ACQ-021,2019-10-14,2020-01-25,2019,Q4,Bolt-on Acquisition,All Cash,203.1,17.3,2.5,11.6,Closed,Geographic Expansion|Diversification|Margin Improvement|Talent Acquisition,7,103
TXN-0253,TGT-0120,ACQ-002,2019-03-02,2019-06-27,2019,Q1,Leveraged Buyout,Seller Financing,254.1,13.7,1.4,13.8,Closed,Talent Acquisition|Cost Synergies|Supply Chain Integration|Technology Capability,4,117
TXN-0254,TGT-0001,ACQ-030,2024-07-18,2025-02-27,2024,Q3,Carve-out,All Cash,747.8,15.2,5.1,17.3,Closed,Cross-Sell Opportunity|Revenue Synergies|Talent Acquisition,7,224
TXN-0255,TGT-0289,ACQ-005,2019-02-08,2020-01-31,2019,Q1,Minority Investment,Mixed,666.9,19.8,7.99,17.9,Closed,Brand Value|Regulatory Arbitrage|Diversification|Revenue Synergies,4,357
TXN-0256,TGT-0165,ACQ-022,2018-12-03,2019-01-21,2018,Q4,SPAC Merger,Leveraged,732.5,8.5,7.44,13.3,Closed,High Growth|Talent Acquisition|Market Consolidation,1,49
TXN-0257,TGT-0040,ACQ-035,2015-10-24,,2015,Q4,Bolt-on Acquisition,Leveraged,664.6,12.8,2.08,16.1,Withdrawn,Margin Improvement|Diversification,1,
